,C165-O_OH-2013-OC-ST222,C166-O_OH-2013-OC-ST1742,C167-S_MI-2015-CS-ST213,C168-S_MI-2015-CS-ST213,C169-S_MI-2015-CS-ST213,C170-S_MI-2016-CS-ST222,C171-O_MI-2010-OC-ST222,C172-S_CT-2006-CS-ST213,C173-S_NY-2009-CS-ST222,C174-O_MD-2009-OC-ST222,C175-S_IN-2009-CS-ST222,C176-S_RI-2005-CS-ST213,C177-S_IL-2006-CS-ST213,C178-S_CT-2006-CS-ST213,C179-S_ME-2007-CS-ST213,C181-S_IL-2006-CS-ST222,C182-S_IL-2006-CS-ST222,C183-S_NY-2009-CS-ST222,C184-S_IN-2006-CS-ST289,C185-S_NY-2006-CS-ST289,C186-S_OH-2009-CS-ST222,C187-S_RI-2010-CS-ST213,C188-S_WI-2012-CS-ST213,C189-S_WI-2012-CS-ST213,C190-S_PA-2013-CS-ST213,C191-S_IL-2011-CS-ST222,C192-S_RI-2012-CS-ST222,C193-S_IL-2012-CS-ST222,C194-S_WI-2012-CS-ST222,C195-S_MI-2016-CS-ST222,C196-S_MI-2016-CS-ST222,C197-S_CO-2011-CS-ST222,C198-S_CT-2005-CS-ST276,C199-S_PA-2012-CS-ST213,C200-S_PA-2013-CS-ST213,C201-S_PA-2013-CS-ST222,C202-S_WI-2013-CS-ST213,C203-S_WI-2013-CS-ST213,C204-S_MA-2013-CS-ST213,C205-S_IL-2013-CS-ST213,C206-S_WI-2013-CS-ST213,C207-S_WI-2013-CS-ST222,C208-S_MA-2013-CS-ST222,C209-S_MA-2013-CS-ST222,C210-S_IL-2013-CS-ST222,C211-S_IL-2014-CS-ST222,C212-S_IN-2016-CS-ST222,C213-S_PA-2016-CS-ST222,C214-S_NY-2015-CS-ST289,C215-S_OH-1992-CS-ST213,C216-S_IL-1996-CS-ST213,C217-S_OH-2001-CS-ST213,C218-S_RI-2003-CS-ST213,C219-S_OH-2003-CS-ST213,C220-S_RI-2004-CS-ST213,C221-S_CT-2001-CS-ST222,C222-S_OH-2001-CS-ST222,C223-S_VT-2002-CS-ST222,C224-S_OH-2002-CS-ST222,C225-S_IL-2003-CS-ST222,C226-S_IL-2004-CS-ST222,C227-S_OH-1997-CS-ST213,C228-S_PA-1998-CS-ST222,C229-S_OH-2000-CS-ST222,C230-S_MO-2018-CS-ST222,C231-S_IN-2018-CS-ST222,C232-S_OH-2018-CS-STUNK,C233-S_OH-2018-CS-ST222,C234-S_WI-2018-CS-STUNK,C235-S_RI-2019-CS-ST222,C236-S_IN-2019-CS-STUNK,C237-O_NJ-2019-OC-ST222,C238-O_OH-2019-OC-ST222,C239-S_OH-2019-CS-STUNK,C240-S_IL-2019-CS-ST222,C241-S_OH-2019-CS-STUNK,C242-S_OH-2019-CS-ST222,C243-S_OH-2019-CS-ST213,C244-S_OH-2019-CS-ST213,C245-S_OH-2019-CS-STUNK,C246-S_OH-2020-CS-ST213,C247-S_NY-2013-CS-ST213,C248-S_MI-2007-CS-ST213,C249-S_MN-2005-CS-ST213,C250-S_MN-2005-CS-ST213,C251-S_MN-2008-CS-ST213,C252-S_MN-2008-CS-ST213,C253-S_MN-2015-CS-ST213,C254-S_MN-2017-CS-ST213,C255-S_MN-2017-CS-ST213,C256-S_MN-2018-CS-ST213,C257-S_IN-2019-CS-ST213,C258-S_MI-2012-CS-ST213,C259-S_MI-2013-CS-ST213,C260-S_MI-2013-CS-ST213,C261-S_MI-2013-CS-ST213,C262-S_MI-2013-CS-ST213,C263-S_MI-2014-CS-ST213,C264-S_MI-2016-CS-ST213,C265-S_MI-2017-CS-ST213,C266-S_MI-2018-CS-ST213,C267-S_MI-2019-CS-ST213,C268-S_MI-2019-CS-ST213,C269-S_MI-2019-CS-ST213,C270-S_NY-2016-CS-ST213,C271-S_NY-2017-CS-ST213,C272-S_NY-2017-CS-ST213,C273-S_NY-2018-CS-ST213,C275-S_MA-2007-CS-ST213,C276-S_MA-2011-CS-ST213,C277-S_NY-2017-CS-ST213,C278-S_NY-2013-CS-ST213,C279-S_NY-2016-CS-ST213,C280-S_MN-2008-CS-ST213,C281-S_MN-2018-CS-ST213,C282-S_MN-2018-CS-ST213,C283-S_MN-2018-CS-ST213,C284-S_MN-2018-CS-ST213,C285-S_MN-2019-CS-ST213,C286-S_MN-2019-CS-ST213,C287-S_MN-2019-CS-ST213,C288-S_MN-2019-CS-ST213,C290-S_CO-2018-CS-ST222,C291-O_OH-2013-OC-ST222,C292-S_IN-2018-CS-ST222,C293-S_MN-2013-CS-ST222,C294-S_MN-2019-CS-ST222,C295-S_MN-2019-CS-ST222,C296-S_MI-2010-CS-ST222,C297-S_MI-2013-CP-ST222,C298-S_MI-2013-CP-ST222,C299-S_MI-2013-CP-ST222,C300-S_MI-2013-CS-ST222,C301-S_MI-2013-CS-ST222,C302-S_MI-2013-CS-ST222,C303-S_MI-2013-CS-ST222,C304-S_MI-2014-CS-ST222,C305-S_MI-2015-CS-ST222,C306-S_MI-2015-CS-ST222,C307-S_MI-2016-CS-ST222,C308-S_MI-2016-CS-ST222,C309-S_MI-2016-CS-ST222,C310-S_MI-2017-CS-ST222,C311-S_MI-2018-CS-ST222,C312-S_MI-2018-CS-ST222,C313-S_MI-2018-CS-ST222,C314-S_MI-2018-CS-ST222,C315-S_MI-2018-CS-ST222,C316-S_MI-2019-CS-ST222,C317-S_MI-2019-CS-ST222,C318-S_MI-2019-CS-ST222,C319-S_MI-2019-CS-ST222,C320-S_MI-2019-CS-ST222,C321-S_MI-2020-CS-ST222,C322-S_CO-2011-CS-ST222,C323-S_CO-2017-CS-ST222,C324-S_CO-2018-CS-ST222,C325-S_NY-2016-CS-ST222,C326-S_NY-2016-CS-ST222,C327-S_NY-2016-CS-ST222,C328-S_NY-2017-CS-ST222,C329-S_NY-2017-CS-ST222,C330-S_NY-2017-CS-ST222,C331-S_NY-2017-CS-ST222,C332-S_NY-2017-CS-ST222,C333-S_NY-2017-CS-ST222,C334-S_NY-2017-CS-ST222,C335-S_NY-2017-CS-ST222,C336-S_NY-2017-CS-ST222,C337-S_NY-2017-CS-ST222,C338-S_NY-2016-CS-ST222,C339-S_NY-2018-CS-ST222,C340-S_NY-2017-CS-ST222,C341-S_NY-2015-CS-ST222,C342-S_NY-2015-CS-ST222,C343-S_NY-2012-CS-ST222,C344-S_NY-2016-CS-ST222,C345-S_MN-2018-CS-ST222,C346-S_IN-2017-CS-STUNK,C347-S_MN-2018-CS-STUNK,C348-S_MN-2019-CS-STUNK,C349-S_MI-2018-CS-STUNK,C350-S_MI-2019-CS-STUNK,C351-S_MI-2019-CS-STUNK,C352-S_MI-2019-CS-STUNK,C353-S_MI-2019-CS-STUNK,C354-S_NY-2018-CS-STUNK,C355-S_NY-2018-CS-STUNK,C356-S_NY-2018-CS-STUNK,C357-S_NY-2018-CS-STUNK,C358-S_NY-2018-CS-STUNK,C359-S_MN-2019-CS-STUNK,C360-S_MN-2019-CS-STUNK,C361-S_MN-2019-CS-STUNK,C362-S_MN-2019-CS-STUNK,C363-S_MN-2019-CS-STUNK,C364-S_MN-2019-CS-STUNK,C365-S_MN-2014-CS-ST227,C366-S_MN-2016-CS-ST227,C367-S_IN-2016-CS-ST289,E155-O_OH-2013-OE-ST222,E156-O_OH-2013-OE-ST222,E157-O_OH-2013-OE-ST222,E159-O_OH-2013-OE-ST222,E160-O_OH-2013-OE-ST222,E161-O_MI-2010-OE-ST222,E162-O_MI-2010-OE-ST222,E163-O_MI-2010-OE-ST222,E164-O_MI-2010-OE-ST222,E165-O_VT-2002-OE-ST222,E166-O_VT-2002-OE-ST222,E167-O_MD-2009-OE-ST222,E168-O_MD-2009-OE-ST222,E169-O_MD-2009-OE-ST222,E170-O_MD-2009-OE-ST222,E171-O_MD-2009-OE-ST222,E172-O_PA-2009-OE-ST222,E173-O_IL-2018-OE-ST213,E174-O_OH-2013-OE-ST222,U1-U_MA-UNK-UNK-STUNK,U11-U_NY-Unknown-UNK-STUNK,U12-U_NY-Unknown-UNK-ST2517,U2-U_MA-2016-UNK-ST213,U3-U_MA-UNK-UNK-STUNK,U4-U_MA-UNK-UNK-STUNK,U5-U_MA-UNK-UNK-STUNK,U6-U_MA-UNK-UNK-STUNK,U7-U_MN-2018-UNK-ST213,U8-U_NY-Unknown-UNK-ST213,U9-U_MI-2016-UNK-ST222
C314-S_MI-2018-CS-ST222,99.8996,99.9018,99.8379,99.7316,99.7381,99.9895,99.9889,99.7254,99.9322,99.9854,99.913,99.7815,99.8673,99.7012,99.7966,99.9129,99.8764,99.9779,99.7506,99.6763,99.8912,99.8233,99.6705,99.7395,99.8587,99.9919,99.8852,99.9302,99.8872,99.9249,99.7272,99.883,99.5699,99.8571,99.8581,99.8877,99.8518,99.7977,99.7752,99.7401,99.7806,99.9244,99.9199,99.882,99.8364,99.9779,99.8473,99.8227,99.6491,99.7846,99.7931,99.8199,99.8431,99.8403,99.7805,99.8123,99.8583,99.8856,99.9855,99.8583,99.9103,99.8213,99.8861,99.918,99.9176,99.905,99.7673,99.8903,99.7315,99.8928,99.7245,99.9641,99.9232,99.8569,99.8694,99.8399,99.9294,99.7777,99.8662,99.7806,99.7167,99.834,99.7577,99.6898,99.6877,99.7834,99.8671,99.8138,99.8134,99.8048,99.7613,99.8579,99.859,99.859,99.8457,99.8182,99.8556,99.7427,99.7601,99.7641,99.7714,99.78,99.8437,99.7766,99.807,99.7321,99.84,99.8042,99.8162,99.8183,99.8109,99.7732,99.8594,99.7631,99.7162,99.7432,99.7896,99.7989,99.8171,99.761,99.7841,99.774,99.8874,99.9078,99.9077,99.9174,99.8779,99.8968,99.9506,99.9184,99.921,99.9859,99.9853,99.9519,99.9866,99.9392,99.9243,99.9394,99.919,99.9841,99.935,99.9325,99.7481,99.7832,99.9836,99.7993,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C315-S_MI-2018-CS-ST222,99.91,99.9081,99.8533,99.7991,99.77,99.9965,99.9949,99.7905,99.946,99.9688,99.8998,99.8478,99.7605,99.7935,99.829,99.9215,99.8778,99.9727,99.6768,99.7042,99.8963,99.8558,99.735,99.7112,99.8023,99.9804,99.9482,99.9461,99.8925,99.9303,99.7949,99.9163,99.5575,99.8007,99.8007,99.8953,99.7512,99.8513,99.8259,99.7093,99.7437,99.929,99.9496,99.9218,99.8776,99.9849,99.8326,99.865,99.6936,99.7814,99.7236,99.7389,99.8276,99.7817,99.8261,99.8402,99.8953,99.9456,99.9934,99.9043,99.9464,99.7405,99.9481,99.9423,99.9256,99.8296,99.7315,99.8949,99.6732,99.9376,99.7632,99.9778,99.9048,99.8002,99.8746,99.7596,99.9135,99.7836,99.7984,99.7849,99.7069,99.8426,99.8022,99.7492,99.7517,99.8465,99.7938,99.8493,99.7667,99.8463,99.8036,99.7982,99.8021,99.7816,99.7782,99.7495,99.7794,99.7591,99.7984,99.773,99.7371,99.848,99.8522,99.8441,99.836,99.7988,99.8457,99.8212,99.8504,99.8462,99.815,99.8421,99.8025,99.7842,99.8127,99.8066,99.8352,99.7782,99.8282,99.85,99.8228,99.8147,99.855,99.9079,99.8546,99.9234,99.9103,99.8406,99.9355,99.8577,99.8572,99.9969,99.9402,99.9621,99.9917,99.9272,99.9561,99.9487,99.9937,99.9949,99.9173,99.9431,99.7798,99.8245,99.9923,99.8661,99.898,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C316-S_MI-2019-CS-ST222,99.9764,99.9747,99.845,99.8393,99.8113,99.9672,99.9698,99.8506,99.9762,99.9667,99.9037,99.8379,99.7942,99.85,99.8193,99.9731,99.9444,99.9504,99.7554,99.7827,99.954,99.8393,99.7821,99.8325,99.8452,99.98,99.9779,99.9368,99.9742,99.9714,99.7861,99.9483,99.5622,99.8459,99.8445,99.9738,99.8037,99.8306,99.8124,99.8278,99.8493,99.9453,99.9525,99.9499,99.9185,99.9755,99.9046,99.8953,99.7695,99.8491,99.8209,99.8172,99.8244,99.8469,99.814,99.9408,99.9756,99.9746,99.9734,99.9275,99.9779,99.8199,99.9736,99.9755,99.9294,99.9007,99.8371,99.9703,99.7186,99.9257,99.8027,99.9635,99.945,99.8442,99.9062,99.8109,99.9461,99.8466,99.8329,99.823,99.8376,99.839,99.8127,99.8016,99.8034,99.8372,99.8297,99.8284,99.8068,99.8344,99.8102,99.8442,99.8473,99.8142,99.773,99.8311,99.8216,99.8134,99.786,99.8121,99.8363,99.838,99.8479,99.8334,99.8469,99.8359,99.8599,99.8482,99.8381,99.837,99.8037,99.8342,99.8478,99.7751,99.8011,99.8386,99.8264,99.8307,99.816,99.8349,99.8034,99.7882,99.9334,99.9721,99.9214,99.9297,99.9226,99.9384,99.959,99.9189,99.9181,99.9698,99.9421,99.9346,99.9644,99.9252,99.9527,99.9514,99.965,99.9688,99.9565,99.9409,99.8324,99.8977,99.9681,99.9261,99.9547,99.968,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C317-S_MI-2019-CS-ST222,99.9751,99.975,99.846,99.8395,99.8112,99.9666,99.9683,99.8381,99.9796,99.9685,99.9045,99.838,99.7937,99.8375,99.8207,99.973,99.9463,99.9466,99.7568,99.7833,99.9533,99.8382,99.786,99.832,99.8466,99.9801,99.9746,99.9365,99.9754,99.9706,99.7852,99.9462,99.5587,99.8445,99.8444,99.974,99.8048,99.8317,99.8163,99.8289,99.8463,99.9458,99.9518,99.9473,99.9177,99.9777,99.9042,99.8967,99.7705,99.8477,99.819,99.8196,99.8252,99.8469,99.8165,99.9396,99.9783,99.9741,99.9738,99.9259,99.9776,99.8182,99.9735,99.9718,99.9282,99.8998,99.8384,99.9706,99.7208,99.9214,99.802,99.9621,99.944,99.8434,99.9046,99.8112,99.9453,99.8438,99.8313,99.8255,99.8351,99.84,99.8129,99.8006,99.8024,99.8346,99.8296,99.8308,99.8065,99.7979,99.8114,99.843,99.8464,99.8161,99.7725,99.8302,99.8234,99.8122,99.7862,99.8102,99.8361,99.8379,99.8461,99.8341,99.8445,99.8392,99.8598,99.8496,99.8342,99.8368,99.8045,99.8344,99.8455,99.7751,99.801,99.8381,99.825,99.8301,99.8136,99.8371,99.8011,99.782,99.9338,99.9695,99.9221,99.9279,99.9212,99.9396,99.9592,99.9164,99.9185,99.9695,99.9404,99.9327,99.9647,99.9243,99.9548,99.9514,99.9656,99.9693,99.9567,99.9395,99.8314,99.8994,99.969,99.9229,99.9531,99.9651,99.9925,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C318-S_MI-2019-CS-ST222,99.9577,99.9582,99.8403,99.6804,99.6973,99.8643,99.8892,99.7145,99.9058,99.9662,99.918,99.7631,99.7958,99.6851,99.7456,99.9364,99.8916,99.9648,99.6889,99.6857,99.8495,99.6785,99.6415,99.7555,99.744,99.9672,99.9092,99.9407,99.9433,99.8755,99.7111,99.9084,99.5556,99.7686,99.7422,99.9682,99.8311,99.7769,99.7659,99.7515,99.8479,99.8611,99.9292,99.9071,99.8432,99.944,99.8736,99.725,99.6045,99.8319,99.845,99.7754,99.8286,99.8374,99.7664,99.8992,99.8277,99.8841,99.9065,99.9328,99.9161,99.7497,99.8834,99.9061,99.8922,99.894,99.7409,99.966,99.664,99.9027,99.6787,99.9612,99.8485,99.7432,99.8552,99.7318,99.9274,99.7927,99.8351,99.782,99.6748,99.8081,99.6785,99.7253,99.694,99.7864,99.7671,99.7761,99.769,99.7791,99.7125,99.7368,99.7695,99.8155,99.7678,99.7643,99.7707,99.7253,99.6699,99.702,99.7887,99.7627,99.8413,99.7586,99.7519,99.6847,99.8458,99.8077,99.7943,99.76,99.7579,99.7579,99.7678,99.7407,99.7729,99.709,99.8084,99.7509,99.7979,99.6858,99.7669,99.6856,99.8894,99.9725,99.8889,99.9183,99.789,99.9354,99.9594,99.9431,99.9434,99.8898,99.8382,99.8296,99.8647,99.9509,99.9827,99.9759,99.818,99.8648,99.8613,99.9663,99.721,99.8331,99.9717,99.8341,99.8489,99.8874,99.9678,99.942,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C319-S_MI-2019-CS-ST222,99.908,99.9087,99.852,99.7987,99.848,99.9963,99.9961,99.8018,99.9438,99.9926,99.924,99.8497,99.8594,99.8033,99.8281,99.9231,99.8937,99.9838,99.7597,99.7054,99.9274,99.8585,99.7365,99.7732,99.8634,99.9806,99.9341,99.9488,99.8954,99.9338,99.7945,99.9442,99.5753,99.861,99.8643,99.8967,99.8502,99.8506,99.8497,99.7674,99.8052,99.9353,99.9495,99.9298,99.9028,99.9822,99.8558,99.8678,99.703,99.7927,99.8089,99.8232,99.8446,99.8451,99.8488,99.9276,99.8948,99.9443,99.9933,99.8902,99.9458,99.8233,99.9315,99.9407,99.926,99.9203,99.7968,99.8964,99.7571,99.9187,99.785,99.9654,99.9293,99.8577,99.875,99.8429,99.9384,99.785,99.8661,99.843,99.7722,99.8443,99.8253,99.7493,99.7513,99.8463,99.8524,99.8438,99.8503,99.8482,99.8106,99.861,99.8631,99.8646,99.8613,99.8215,99.8639,99.7836,99.7976,99.795,99.8021,99.8473,99.8528,99.8429,99.869,99.7976,99.8464,99.8507,99.8496,99.8459,99.8404,99.8421,99.8474,99.7926,99.8343,99.8073,99.8481,99.8364,99.8542,99.8506,99.8449,99.8079,99.8861,99.9063,99.9233,99.927,99.8945,99.928,99.9603,99.9372,99.9356,99.9961,99.9916,99.9589,99.9941,99.9473,99.9577,99.9671,99.9964,99.9956,99.9422,99.9662,99.7818,99.9195,99.9916,99.8664,99.9845,99.994,99.9705,99.9698,99.8891,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C320-S_MI-2019-CS-ST222,99.9869,99.9866,99.8366,99.7043,99.6851,99.8908,99.8897,99.7127,99.9321,99.9702,99.8985,99.7885,99.7942,99.7095,99.771,99.9337,99.8804,99.9788,99.6912,99.7118,99.8725,99.7027,99.6693,99.7837,99.7698,99.9793,99.9107,99.9398,99.9724,99.8824,99.7356,99.8833,99.5532,99.7673,99.7615,99.9716,99.8091,99.7792,99.7647,99.7809,99.8494,99.8655,99.9316,99.884,99.8418,99.9731,99.8493,99.7506,99.6237,99.8582,99.8319,99.7519,99.8216,99.838,99.7674,99.8726,99.8263,99.9105,99.9068,99.9031,99.9156,99.746,99.9094,99.9034,99.9204,99.892,99.7653,99.9702,99.6678,99.9023,99.6763,99.9587,99.8529,99.766,99.8595,99.7352,99.9023,99.7951,99.8329,99.7834,99.6946,99.8342,99.6782,99.7227,99.7173,99.7863,99.7629,99.779,99.7467,99.7764,99.6879,99.7594,99.7671,99.8132,99.7432,99.7608,99.7416,99.7269,99.6927,99.6772,99.8112,99.7841,99.8465,99.7845,99.7786,99.7098,99.8485,99.8352,99.794,99.7833,99.7571,99.7831,99.766,99.7403,99.7506,99.7055,99.8071,99.7756,99.7757,99.7101,99.7441,99.6808,99.8886,99.9813,99.9154,99.9224,99.7896,99.9123,99.936,99.9413,99.9432,99.8884,99.8383,99.8526,99.8836,99.9259,99.9797,99.9763,99.8143,99.8884,99.864,99.97,99.7438,99.8495,99.9688,99.8315,99.8528,99.8846,99.9693,99.969,99.9912,99.8862,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C321-S_MI-2020-CS-ST222,99.9283,99.9278,99.834,99.7653,99.7392,99.9182,99.9202,99.7678,99.9771,99.9649,99.8562,99.766,99.7437,99.7679,99.7475,99.9262,99.8652,99.9023,99.7073,99.7032,99.8994,99.7665,99.7124,99.7956,99.7939,99.9781,99.9078,99.8921,99.9274,99.923,99.7104,99.8759,99.5031,99.7955,99.7965,99.9288,99.7509,99.7818,99.7119,99.7918,99.773,99.897,99.8871,99.8757,99.847,99.9298,99.853,99.8232,99.6967,99.7705,99.7459,99.7681,99.772,99.7989,99.7423,99.8718,99.9036,99.9056,99.926,99.8406,99.9047,99.769,99.9064,99.9028,99.8798,99.8521,99.7603,99.9239,99.6712,99.8423,99.7679,99.9155,99.8971,99.7961,99.854,99.7634,99.8987,99.7915,99.7817,99.7642,99.7631,99.7875,99.7366,99.7278,99.7297,99.7631,99.7809,99.8006,99.7719,99.7586,99.7396,99.7934,99.797,99.7638,99.7018,99.7797,99.7694,99.7215,99.7014,99.7367,99.7614,99.764,99.7927,99.7604,99.7936,99.7626,99.8526,99.7468,99.756,99.7632,99.7291,99.7594,99.796,99.6977,99.7384,99.7669,99.734,99.7958,99.7239,99.7645,99.7365,99.753,99.8843,99.9233,99.8735,99.8824,99.8515,99.8707,99.9564,99.8471,99.8456,99.9182,99.8282,99.8835,99.9164,99.9207,99.8839,99.8812,99.89,99.9208,99.9519,99.8698,99.759,99.8274,99.9194,99.8523,99.8459,99.8891,99.9901,99.9909,99.8943,99.9176,99.8988,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C322-S_CO-2011-CS-ST222,99.908,99.9067,99.8438,99.8467,99.8519,99.9312,99.9423,99.8619,99.9644,99.9594,99.8692,99.8459,99.7662,99.8539,99.8273,99.9199,99.9038,99.9128,99.7387,99.6958,99.9101,99.8521,99.7907,99.7745,99.8051,99.9687,99.9893,99.889,99.9209,99.9108,99.7921,99.9724,99.5208,99.8114,99.804,99.9295,99.7632,99.7885,99.8484,99.7552,99.7693,99.9035,99.9257,99.9677,99.9161,99.9001,99.8662,99.9029,99.75,99.7657,99.7806,99.8103,99.7986,99.806,99.8491,99.9668,99.9925,99.9792,99.9412,99.8416,99.9912,99.7798,99.9808,99.9147,99.8778,99.8794,99.8594,99.9245,99.6646,99.9886,99.7828,99.9114,99.9215,99.8024,99.8599,99.7819,99.9171,99.8088,99.8104,99.8314,99.8569,99.7862,99.8254,99.8177,99.8096,99.8504,99.805,99.7855,99.7616,99.8471,99.8321,99.7989,99.8142,99.8106,99.7869,99.8037,99.7948,99.8112,99.7786,99.8327,99.7793,99.8453,99.8055,99.8404,99.8032,99.8419,99.8468,99.7803,99.8295,99.8444,99.8187,99.839,99.8142,99.7472,99.767,99.8536,99.8425,99.7791,99.8528,99.846,99.7643,99.7376,99.9016,99.9276,99.8592,99.8872,99.9143,99.8959,99.9427,99.8851,99.8872,99.9423,99.8838,99.8968,99.9373,99.9232,99.9029,99.9011,99.9029,99.9338,99.9532,99.8844,99.8392,99.9197,99.9416,99.938,99.9039,99.9394,99.9734,99.9659,99.8901,99.938,99.905,99.8972,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C323-S_CO-2017-CS-ST222,99.8551,99.8508,99.844,99.7925,99.7762,99.9263,99.9271,99.8607,99.946,99.9666,99.8323,99.7827,99.7288,99.8629,99.8228,99.8363,99.8516,99.93,99.6634,99.6287,99.9005,99.791,99.7272,99.6763,99.7634,99.978,99.9602,99.8848,99.8301,99.8709,99.7872,99.9643,99.4872,99.7644,99.7622,99.8296,99.732,99.7737,99.7338,99.6716,99.7021,99.8242,99.9057,99.9307,99.9013,99.8822,99.7671,99.8736,99.7125,99.7668,99.745,99.7236,99.7033,99.7788,99.7612,99.9521,99.9396,99.9895,99.9427,99.8166,99.9936,99.7149,99.9582,99.9195,99.8546,99.7996,99.7893,99.8296,99.6179,99.95,99.7537,99.8447,99.8426,99.7414,99.7734,99.7221,99.8469,99.7163,99.7644,99.7916,99.793,99.7141,99.7955,99.7455,99.7455,99.8382,99.7589,99.767,99.7176,99.8051,99.7915,99.7541,99.7657,99.7505,99.7534,99.7281,99.7406,99.7531,99.7642,99.7627,99.6989,99.7829,99.7859,99.8162,99.8188,99.7894,99.835,99.7726,99.8389,99.8372,99.7737,99.8359,99.7382,99.7637,99.7431,99.7983,99.8011,99.7443,99.8321,99.826,99.7154,99.7422,99.7949,99.8483,99.8231,99.8531,99.8976,99.809,99.9363,99.8178,99.8178,99.9281,99.8501,99.8929,99.9233,99.9261,99.8795,99.8717,99.8918,99.9261,99.8984,99.8657,99.7389,99.9013,99.8965,99.864,99.8368,99.9205,99.97,99.9669,99.8143,99.9197,99.8149,99.8962,99.9881,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C324-S_CO-2018-CS-ST222,99.958,99.9543,99.8379,99.7526,99.7638,99.884,99.8863,99.7232,99.9116,99.9784,99.9221,99.8339,99.8257,99.7224,99.8152,99.9433,99.8973,99.9642,99.6924,99.6225,99.9206,99.7711,99.7111,99.8268,99.7827,99.9763,99.9218,99.9549,99.94,99.8786,99.781,99.9207,99.5864,99.7842,99.7862,99.9428,99.8523,99.851,99.8308,99.8219,99.7739,99.8842,99.9248,99.9162,99.9036,99.9836,99.876,99.8264,99.6725,99.7898,99.793,99.7534,99.8444,99.8491,99.834,99.9096,99.8242,99.9179,99.9088,99.8678,99.9212,99.7516,99.9197,99.8442,99.9175,99.9166,99.7759,99.9381,99.7568,99.9147,99.727,99.9689,99.877,99.7829,99.8838,99.758,99.9266,99.7971,99.8325,99.829,99.6928,99.8336,99.7683,99.7628,99.7625,99.8324,99.7775,99.836,99.8424,99.82,99.7618,99.7807,99.7836,99.8309,99.7811,99.7503,99.7864,99.7667,99.7124,99.7483,99.7897,99.833,99.8375,99.826,99.7835,99.7541,99.8331,99.8411,99.8345,99.834,99.8264,99.8283,99.7851,99.7884,99.8275,99.7267,99.8338,99.8299,99.8391,99.7611,99.8383,99.7403,99.9898,99.9555,99.9183,99.9197,99.8521,99.9079,99.9608,99.9424,99.9407,99.8804,99.8839,99.8498,99.8867,99.9359,99.9388,99.9517,99.8854,99.8852,99.8657,99.9483,99.7888,99.9179,99.9562,99.8818,99.8806,99.8842,99.9679,99.9665,99.926,99.8865,99.9257,99.9166,99.9213,99.8353,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
